lambda,f1,f2,predicate,risk_1,risk_2,smape
2,203.36271631908372,148.7210102639359,VER,0.15773614241864573,0.08601609657947686,0.01832483104002535
2,203.36271631908372,148.7210102639359,ER,0.0763938677373162,0.08098591549295775,0.013247358347082043
2,203.36271631908372,148.7210102639359,R,0.04504435240177142,0.041750503018108655,0.015567586315003447
2,271.15028842544496,200.18089336950686,VER,0.15470839492300067,0.08601609657947686,0.02451512906918746
2,271.15028842544496,200.18089336950686,ER,0.07522754003929254,0.08098591549295775,0.01959923420284418
2,271.15028842544496,200.18089336950686,R,0.04504403735103725,0.041750503018108655,0.016325659603211477
2,338.93786053180617,252.4755528114714,VER,0.1516769517901778,0.08601609657947686,0.03073188801307586
2,338.93786053180617,252.4755528114714,ER,0.07377608077543246,0.08098591549295775,0.027714627117010802
2,338.93786053180617,252.4755528114714,R,0.043278100117362044,0.041750503018108655,0.027150564889178084
2,406.72543263816743,305.8819211467539,VER,0.14863981356248157,0.08601609657947686,0.03698417116436178
2,406.72543263816743,305.8819211467539,ER,0.07285872783638696,0.08098591549295775,0.033423438093145755
2,406.72543263816743,305.8819211467539,R,0.04220470504132726,0.041750503018108655,0.03348885016088124
2,474.51300474452864,361.35428719724354,VER,0.145591794828921,0.08601609657947686,0.04329024603743076
2,474.51300474452864,361.35428719724354,ER,0.0714300180913975,0.08098591549295775,0.04154166296717168
2,474.51300474452864,361.35428719724354,R,0.04188322220585303,0.041750503018108655,0.03786836509166025
2,542.3005768508899,419.1057233678884,VER,0.14252766317584878,0.08601609657947686,0.04965025274815628
2,542.3005768508899,419.1057233678884,ER,0.06986924456613355,0.08098591549295775,0.049996138014555776
2,542.3005768508899,419.1057233678884,R,0.04174773375581238,0.041750503018108655,0.04155488270820478
2,610.0881489572511,479.04391847021225,VER,0.13945266883095792,0.08601609657947686,0.05602863632842102
2,610.0881489572511,479.04391847021225,ER,0.06823666864374109,0.08098591549295775,0.05842477827618865
2,610.0881489572511,479.04391847021225,R,0.0417360784829479,0.041750503018108655,0.043250223495181615
2,677.8757210636123,543.7800714899499,VER,0.13393356888063299,0.08211770623742455,0.06343124633157905
2,677.8757210636123,543.7800714899499,ER,0.06709945616579487,0.08023138832997988,0.06393986376583374
2,677.8757210636123,543.7800714899499,R,0.04122568388475944,0.04074446680080483,0.04568965928799693
2,745.6632931699735,613.5892482142739,VER,0.12550932533855302,0.07369215291750503,0.07203982582226198
2,745.6632931699735,613.5892482142739,ER,0.06525491436727811,0.07721327967806842,0.06943424715457827
2,745.6632931699735,613.5892482142739,R,0.0403367022077334,0.039235412474849095,0.04823970210752997
2,813.4508652763349,684.7117627468481,VER,0.11695156150050282,0.06514084507042253,0.08070459968003875
2,813.4508652763349,684.7117627468481,ER,0.06183369866006843,0.07168008048289738,0.07810017873982966
2,813.4508652763349,684.7117627468481,R,0.03974811852128191,0.03822937625754527,0.05116019967428145
2,881.238437382696,756.8741243405789,VER,0.10948494814420986,0.05835010060362173,0.08898139938707642
2,881.238437382696,756.8741243405789,ER,0.05883398775050969,0.06740442655935613,0.08679202759307522
2,881.238437382696,756.8741243405789,R,0.0381264619031857,0.03571428571428571,0.05763055313100178
2,949.0260094890573,832.2680923300153,VER,0.10090282230506527,0.049798792756539235,0.09777839607109319
2,949.0260094890573,832.2680923300153,ER,0.05133208512888656,0.05306841046277666,0.10252889702313892
2,949.0260094890573,832.2680923300153,R,0.025144889421206438,0.011066398390342052,0.085517571900066
2,1016.8135815954186,909.3064737792749,VER,0.09300339885836392,0.04225352112676056,0.10637619648285299
2,1016.8135815954186,909.3064737792749,ER,0.0462314200772231,0.04401408450704225,0.11459714328125237
2,1016.8135815954186,909.3064737792749,R,0.02005746438200146,0.0025150905432595573,0.09902557960338271
2,1084.6011537017798,986.7779847579751,VER,0.08443707307498846,0.03370221327967807,0.11507093865082511
2,1084.6011537017798,986.7779847579751,ER,0.04177480557338261,0.03571428571428571,0.12514523124595853
2,1084.6011537017798,986.7779847579751,R,0.020005927440963012,0.0025150905432595573,0.10080713979984175
2,1152.3887258081409,1065.106615835222,VER,0.0758798359820866,0.025150905432595575,0.1239316945923333
2,1152.3887258081409,1065.106615835222,ER,0.0367933398016166,0.02640845070422535,0.13637164237944835
2,1152.3887258081409,1065.106615835222,R,0.01891504118694431,0.001006036217303823,0.1055837843715689
2,1220.1762979145021,1145.1453357289013,VER,0.0675343174693106,0.016976861167002012,0.13261549375639844
2,1220.1762979145021,1145.1453357289013,ER,0.03217563986314634,0.01886317907444668,0.1477460649629939
2,1220.1762979145021,1145.1453357289013,R,0.01824006838430099,0.001006036217303823,0.10964693694992803
2,1287.9638700208634,1227.4265372766665,VER,0.05892374172627685,0.008425553319919517,0.14155180285495905
2,1287.9638700208634,1227.4265372766665,ER,0.026747272351188154,0.009808853118712274,0.1605876047531452
2,1287.9638700208634,1227.4265372766665,R,0.018119228946267805,0.001006036217303823,0.11107204600942162
2,1355.7514421272247,1313.3721344410903,VER,0.05046686260257202,0.0,0.15037905425571943
2,1355.7514421272247,1313.3721344410903,ER,0.020921165776110393,0.0,0.17396040685701633
2,1355.7514421272247,1313.3721344410903,R,0.016840395895738266,0.0,0.11570452690086469
3,0.0,0.0,VER,0.16673842385258536,0.08601609657947686,0.0
3,0.0,0.0,ER,0.052188734075610504,0.08098591549295775,0.0
3,0.0,0.0,R,0.031372457660450874,0.041750503018108655,0.0
3,97.0592307542748,56.6318283979944,VER,0.1643905683974791,0.08601609657947686,0.00708080882509549
3,97.0592307542748,56.6318283979944,ER,0.05207693516351967,0.08098591549295775,0.0033761770406379615
3,97.0592307542748,56.6318283979944,R,0.031260654069218845,0.041750503018108655,0.004380538933374992
