white,black,aian,aapi,others,nva,va,nh,h,total,diff
0.314792899,0.623076923,0.003550296,0.006508876,0.052071006,0.218934911,0.781065089,0.918343195,0.081656805,1690,10
0.151324086,0.793190416,0.002522068,0.011349306,0.041614124,0.247162673,0.752837327,0.950819672,0.049180328,793,-11
0.179597227,0.793661274,0.001980852,0.008583691,0.016176956,0.177946517,0.822053483,0.986134038,0.013865962,3029,-14
0.176648213,0.752390539,0.002013085,0.050327126,0.018621037,0.215903372,0.784096628,0.971816809,0.028183191,1987,-6
0.143012704,0.792740472,0.003629764,0.037023593,0.023593466,0.259891107,0.740108893,0.975680581,0.024319419,2755,9
0.439832445,0.517897944,0.001904037,0.020182788,0.020182788,0.161081493,0.838918507,0.968012186,0.031987814,2626,-14
0.155502392,0.781499203,0.004518873,0.014885699,0.043593833,0.303296119,0.696703881,0.948431685,0.051568315,3762,14
0.542719168,0.367384844,0.004086181,0.014115899,0.071693908,0.268945022,0.731054978,0.922734027,0.077265973,2692,10
0.446012972,0.450209844,0.004196871,0.013735216,0.085845097,0.215948111,0.784051889,0.892407478,0.107592522,2621,12
0.525445566,0.441271205,0.001503114,0.012883831,0.018896285,0.141936869,0.858063131,0.976379644,0.023620356,4657,17
0.743804262,0.224782952,0.001104972,0.016416732,0.013891081,0.197158642,0.802841358,0.975532755,0.024467245,6335,14
0.359261332,0.596903563,0.003357583,0.010445812,0.030031711,0.204999067,0.795000933,0.963812722,0.036187278,5361,14
0.36673774,0.583984838,0.002842928,0.020374319,0.026060175,0.290926321,0.709073679,0.964937219,0.035062781,4221,-7
0.303670546,0.645120859,0.00179051,0.014324082,0.035094002,0.354162936,0.645837064,0.961145927,0.038854073,5585,15
0.455710806,0.481733111,0.002691963,0.017818228,0.042045892,0.275221125,0.724778875,0.949237277,0.050762723,7801,8
0.623037639,0.330433138,0.002080575,0.023075468,0.021373179,0.262530736,0.737469264,0.968602232,0.031397768,5287,8
0.854897661,0.110380117,0.003289474,0.011695906,0.019736842,0.222953216,0.777046784,0.970394737,0.029605263,2736,-5
0.734154127,0.220246238,0.001823985,0.011855905,0.031919745,0.227086183,0.772913817,0.958048336,0.041951664,2193,-18
0.725396825,0.230952381,0.003968254,0.009126984,0.030555556,0.231746032,0.768253968,0.95952381,0.04047619,2520,-12
0.7831504,0.178285375,0.002076535,0.023435182,0.013052507,0.177098784,0.822901216,0.973301691,0.026698309,3371,-3
0.429850746,0.503358209,0.002985075,0.005597015,0.058208955,0.319776119,0.680223881,0.93880597,0.06119403,2680,-11
0.778408017,0.171109851,0.003025147,0.024768387,0.022688599,0.25089809,0.74910191,0.970504821,0.029495179,5289,12
0.669170243,0.274320458,0.001788269,0.017525036,0.037195994,0.286123033,0.713876967,0.966738197,0.033261803,2796,-4
0.729104082,0.233433469,0.001943806,0.015197031,0.020321612,0.279908111,0.720091889,0.97331684,0.02668316,5659,16
0.626152557,0.324951104,0.002514669,0.019279128,0.027102543,0.27298128,0.72701872,0.972198938,0.027801062,7158,8
0.857805614,0.10276038,0.003247506,0.018789144,0.017397356,0.237995825,0.762004175,0.976571561,0.023428439,4311,-6
0.848753017,0.120675784,0.000804505,0.013791518,0.015975175,0.298701299,0.701298701,0.986668199,0.013331801,8701,15
0.72453069,0.211980595,0.001898334,0.026787598,0.034802784,0.271883569,0.728116431,0.967728327,0.032271673,4741,-4
0.963239875,0.014330218,0.001246106,0.016199377,0.004984424,0.163862928,0.836137072,0.99376947,0.00623053,1605,-16
0.882908404,0.085694051,0.00401322,0.013220019,0.014164306,0.283522191,0.716477809,0.983711048,0.016288952,4236,9
0.924694272,0.053851105,0.002574555,0.007509118,0.01137095,0.203175284,0.796824716,0.984981764,0.015018236,4661,-11
0.790971541,0.147693817,0.004170756,0.032875368,0.024288518,0.265210991,0.734789009,0.964180569,0.035819431,4076,11
0.935792669,0.039458324,0.00186785,0.008405323,0.014475835,0.247723558,0.752276442,0.980854541,0.019145459,4283,-6
0.967068273,0.013654618,0.002008032,0.003212851,0.014056225,0.215662651,0.784337349,0.982329317,0.017670683,2490,-8
0.926525716,0.030439346,0.000899685,0.012445644,0.029689609,0.212925476,0.787074524,0.956965062,0.043034938,6669,-9
0.952689614,0.020637759,0.0016391,0.016540009,0.008493518,0.251452839,0.748547161,0.983012964,0.016987036,13422,13
0.949257922,0.025671881,0.001805054,0.01403931,0.009225832,0.274769354,0.725230646,0.991175291,0.008824709,4986,-11
0.902675585,0.052006689,0.003846154,0.021070234,0.020401338,0.284949833,0.715050167,0.967391304,0.032608696,5980,16
0.974857827,0.009428315,0.002394493,0.00463933,0.008680036,0.219245735,0.780754265,0.98862616,0.01137384,6682,13
0.472011057,0.387698687,0.004837595,0.038009675,0.097442985,0.143745681,0.856254319,0.855563234,0.144436766,1447,13
0.825574767,0.121033631,0.001710051,0.035721072,0.015960479,0.196275888,0.803724112,0.977959339,0.022040661,5263,-5
0.413239719,0.529588766,0.003009027,0.038114343,0.016048144,0.102306921,0.897693079,0.964894684,0.035105316,997,-9
0.600103366,0.345629563,0.002131921,0.017572195,0.034562956,0.269268041,0.730731959,0.955875703,0.044124297,15479,14
0.803834808,0.149705015,0.002212389,0.007743363,0.036504425,0.397492625,0.602507375,0.965339233,0.034660767,2712,-6
0.798622366,0.012830902,0.000540249,0.176526202,0.011480281,0.338465694,0.661534306,0.979200432,0.020799568,7404,6
0.824850869,0.013707323,0.000507679,0.149765199,0.01116893,0.298007361,0.701992639,0.982612007,0.017387993,7879,11
0.857236269,0.027898867,0.00065388,0.098735833,0.015475153,0.361813426,0.638186574,0.970575414,0.029424586,4588,-14
0.891018353,0.025499432,0.001461751,0.06821504,0.013805425,0.29689784,0.70310216,0.978398571,0.021601429,6157,-3
0.836220472,0.093700787,0.003149606,0.048818898,0.018110236,0.086614173,0.913385827,0.973228346,0.026771654,1270,-11
1,0,0,0,0,0,1,1,0,2,-2
